,property_type,state,lat,lon,area_m2,price_usd
398,apartment,Distrito Federal,19.474885,-99.188231,92.0,
399,house,Morelos,18.8624622,-99.2120335,261.0,
400,house,Estado de México,19.508698,-98.875664,260.0,
401,house,Yucatán,20.968791,-89.5857147,228.0,
403,apartment,Estado de México,19.3735635,-99.2965778,126.0,
405,house,Tamaulipas,22.2453265,-97.8431699,131.0,
406,apartment,Distrito Federal,19.303392,-99.243225,80.0,
407,apartment,Guerrero,16.794434,-99.830807,256.0,
408,house,Tamaulipas,22.300137,-97.897331,111.0,
409,house,Jalisco,20.749051,-103.66731,300.0,
410,house,Veracruz de Ignacio de la Llave,26.847851,-101.424133,160.0,
411,house,Baja California,23.634501,-102.552788,115.0,
412,apartment,Puebla,19.02038,-98.207626,219.0,
413,house,Hidalgo,20.0519991,-98.755252,110.0,
414,house,Yucatán,21.0634817,-89.6110378,250.0,
415,house,Distrito Federal,19.399652,-99.16127,235.0,
416,house,Durango,24.043295,-104.636917,350.0,
418,house,Veracruz de Ignacio de la Llave,25.551631,-103.432737,236.0,
419,house,Querétaro,20.574251,-100.388476,195.0,
420,apartment,Distrito Federal,19.482603,-99.194748,60.0,
421,house,Morelos,18.953268,-99.224525,201.0,
422,apartment,Morelos,18.891611,-99.221756,93.0,
423,apartment,San Luis Potosí,22.1441622,-101.0358237,160.0,
424,house,Estado de México,19.2693686,-99.6021262,250.0,
427,house,Yucatán,21.0749983,-89.5195181,242.0,
428,house,Puebla,18.462721,-97.414111,250.0,
429,house,Estado de México,19.595285,-99.050201,120.0,
430,house,Sonora,27.934649,-110.94401,134.0,
431,house,Sinaloa,24.7911916858,-107.3835468292,300.0,
432,house,Distrito Federal,19.500286,-99.122093,180.0,
433,house,Yucatán,21.072905,-89.65963,253.0,
434,house,Tlaxcala,19.4171734,-98.1434147,140.0,
436,house,Yucatán,21.008295,-89.591019,250.0,
437,house,Morelos,18.864482,-98.928802,121.0,
438,house,Distrito Federal,19.366935,-99.077541,208.0,
439,house,San Luis Potosí,23.634501,-102.552788,198.0,
440,house,Chiapas,16.757278,-93.134056,255.0,
442,house,Nayarit,20.697244,-105.274384,160.0,
444,house,Puebla,19.02038,-98.207626,330.0,
445,house,Quintana Roo,21.1773896,-86.8179603,290.0,
446,house,Guerrero,16.855229,-99.918871,150.0,
447,house,Tabasco,17.97423,-92.923836,110.0,
449,house,Distrito Federal,19.313719,-99.231792,300.0,
450,house,Durango,25.5897299138,-103.4631872177,118.0,
451,house,Quintana Roo,21.161908,-86.8515279,204.0,
452,house,Yucatán,21.03071,-89.618103,131.0,
453,apartment,Distrito Federal,19.39912,-99.141464,74.0,
454,house,Yucatán,21.0563227206,-89.66288656,220.0,
455,house,Estado de México,19.5139313,-99.2281847,160.0,
456,house,Querétaro,20.598278,-100.33121,140.0,
457,house,Sinaloa,23.270559,-106.389061,158.0,
458,house,Baja California Sur,23.634501,-102.552788,80.0,
460,apartment,Guerrero,16.8595223103,-99.8628473282,142.0,
461,house,Morelos,18.884224,-98.982506,150.0,
462,house,Morelos,18.862602,-99.213448,160.0,
463,apartment,Distrito Federal,19.40012,-99.1532,84.0,
464,house,Veracruz de Ignacio de la Llave,25.55617,-103.481529,307.0,
465,house,Veracruz de Ignacio de la Llave,25.573046,-103.443045,200.0,
466,house,Morelos,18.858107,-99.200287,105.0,
468,house,Chihuahua,28.6569304,-106.0919272,115.0,
469,house,Veracruz de Ignacio de la Llave,28.684125,-100.541089,160.0,
470,house,Tamaulipas,22.254078,-97.824554,140.0,
471,house,Chiapas,16.766455,-93.111488,240.0,
474,house,Querétaro,20.545198,-100.407191,140.0,
475,house,San Luis Potosí,22.1877427607,-100.9580844641,200.0,
476,house,Morelos,18.864874,-98.925911,86.0,
479,apartment,San Luis Potosí,22.133104,-100.982117,130.0,
480,house,Tamaulipas,26.079573,-98.282845,268.0,
481,apartment,Veracruz de Ignacio de la Llave,19.127317,-96.106186,160.0,
482,apartment,Distrito Federal,19.340305,-99.214455,60.0,
483,house,Estado de México,19.517476,-99.272892,170.0,
484,house,Estado de México,19.552838,-99.251161,80.0,
488,apartment,Distrito Federal,19.3574317235,-99.2873257399,67.0,
489,house,Estado de México,19.69323,-99.22522,70.0,
493,house,Distrito Federal,19.325944,-99.098311,250.0,
494,house,Jalisco,20.621093,-103.319042,380.0,
495,house,Baja California,32.647057,-115.421524,176.0,
496,house,San Luis Potosí,22.141575,-100.900192,245.0,
497,house,Puebla,18.978682,-98.250015,128.0,
498,house,Querétaro,20.619887,-100.392302,350.0,
499,house,Morelos,18.892714,-99.1996,285.0,
500,house,Tamaulipas,22.329824,-97.880325,200.0,
501,apartment,Distrito Federal,19.322523,-99.141464,78.0,
502,house,Chiapas,16.70635,-93.177151,115.0,
503,house,Estado de México,19.297163,-99.635183,230.0,
504,house,Veracruz de Ignacio de la Llave,20.950622658,-97.4216314405,64.0,
505,house,Yucatán,20.9725515,-89.6004394,229.0,
506,house,Distrito Federal,19.317675,-99.09318,229.0,
507,house,Morelos,18.879347,-99.179871,95.0,
508,house,Durango,25.625198,-103.499954,132.0,
509,apartment,Distrito Federal,19.401507,-99.14682,90.0,
510,apartment,Distrito Federal,19.474285,-99.084981,74.0,
511,house,Morelos,18.928623,-99.247382,220.0,
512,house,Querétaro,20.520556,-99.895833,350.0,
514,house,Nuevo León,25.662563,-100.18013,350.0,
515,house,Sinaloa,23.246303,-106.398103,200.0,
516,house,Morelos,18.969294,-99.249802,198.0,
517,apartment,Guerrero,16.7506391062,-99.762630685,70.0,
519,house,Distrito Federal,19.335116,-99.223332,90.0,
520,apartment,Distrito Federal,19.402944,-99.199727,70.0,
521,house,Estado de México,19.682219,-99.118782,188.0,
522,house,Nuevo León,25.7214602,-100.2735673,85.0,
523,house,Querétaro,20.5980665,-100.4308988,115.0,
524,house,Nuevo León,25.672399,-100.257777,123.0,
526,apartment,Distrito Federal,19.399815,-99.150806,90.0,
527,house,Yucatán,20.9550515,-89.6793392,120.0,
528,house,Chiapas,16.228815,-92.128043,147.0,
529,apartment,Jalisco,20.69064,-103.393175,166.0,
531,house,Estado de México,19.258327,-99.598374,215.0,
532,house,Querétaro,20.726007,-100.442642,295.0,
533,apartment,Distrito Federal,19.403334,-99.157755,125.0,
534,apartment,Baja California,32.451368,-116.973935,70.0,
535,house,Aguascalientes,21.901482,-102.34405,350.0,
536,house,Jalisco,20.302476,-103.23781,340.0,
537,house,Puebla,19.076204,-98.266733,117.0,
538,apartment,Distrito Federal,19.48778,-99.110583,65.0,
539,house,Distrito Federal,19.3176966,-99.0612554,100.0,
541,house,Quintana Roo,21.129547,-86.817017,180.0,
542,house,Puebla,19.046724,-98.254127,136.0,
543,apartment,Distrito Federal,19.352431,-99.288369,80.0,
544,house,Morelos,18.858107,-99.200287,92.0,
545,house,Querétaro,20.6536084,-100.3469826,130.0,
546,house,Nuevo León,25.7542524,-100.4034274,137.0,
548,house,Yucatán,21.006756,-89.570984,155.0,
549,house,Morelos,18.891621,-99.071698,68.0,
550,house,Distrito Federal,19.317653,-99.236291,350.0,
551,house,Tamaulipas,22.246319,-97.86264,163.0,
552,apartment,Distrito Federal,23.634501,-102.552788,100.0,
553,apartment,Distrito Federal,19.3651763,-99.2300641,66.0,
554,house,Querétaro,20.593055,-100.333424,175.0,
555,house,Nuevo León,25.6910283,-100.3568071,340.0,
556,house,Jalisco,20.594706,-103.396278,90.0,
557,house,Veracruz de Ignacio de la Llave,23.634501,-102.552788,148.0,
558,house,Puebla,18.989918,-98.2295,220.0,
559,house,Puebla,19.043993,-98.25757,188.0,
560,house,Hidalgo,20.1213329,-98.7818531,66.0,
562,house,Nayarit,20.733392,-105.288009,172.0,
563,apartment,Distrito Federal,19.400249,-99.177444,150.0,
565,house,Yucatán,21.023252,-89.614571,300.0,
566,house,Hidalgo,20.124367,-98.735725,176.0,
567,house,Veracruz de Ignacio de la Llave,25.510947,-103.357724,146.0,
568,apartment,Distrito Federal,19.480501,-99.178139,70.0,
569,house,Yucatán,21.030668,-89.599258,305.0,
570,house,Querétaro,20.679045,-100.341225,157.0,
571,house,Aguascalientes,21.9633957,-102.343524,146.0,
572,house,Baja California,32.469498,-116.96022,111.0,
574,house,Tamaulipas,22.329824,-97.880325,138.0,
575,apartment,Yucatán,21.039522,-89.563911,145.0,
576,house,Chiapas,19.701769,-101.145103,120.0,
577,apartment,Guerrero,16.870413,-99.873192,150.0,
579,house,Estado de México,19.765149,-98.646915,380.0,
580,apartment,Distrito Federal,19.372248,-99.133377,65.0,
581,house,Distrito Federal,19.280767,-99.033615,349.0,
583,apartment,Distrito Federal,19.389791,-99.164696,154.0,
584,house,Yucatán,21.039522,-89.563911,350.0,
585,house,Estado de México,19.668947,-99.224525,90.0,
586,house,Puebla,19.009069,-98.196693,148.0,
587,house,Baja California,32.494823,-117.016725,92.0,
588,apartment,Distrito Federal,19.314545,-99.140672,122.0,
589,house,San Luis Potosí,22.1447396,-101.0273412,166.0,
590,house,Jalisco,20.64338,-103.431613,120.0,
592,house,Baja California,30.733356,-115.984407,200.0,
593,house,Estado de México,19.553615,-99.248715,260.0,
594,apartment,Distrito Federal,19.405298,-99.164986,80.0,
595,house,Querétaro,20.5969621,-100.3337597,193.0,
597,house,Morelos,23.634501,-102.552788,115.0,
598,house,Distrito Federal,19.34016,-99.194081,90.0,
599,house,Yucatán,21.075163,-89.516731,185.0,
600,house,Tamaulipas,22.257896,-97.86808,200.0,
601,apartment,Guerrero,16.8531086,-99.8236533,138.0,
602,house,Puebla,19.027384,-98.265213,160.0,
603,house,Estado de México,19.309069,-99.602311,146.0,
605,house,Sinaloa,23.20485,-106.424401,200.0,
606,house,Chihuahua,28.631943,-106.117668,170.0,
607,house,Yucatán,21.0399331,-89.5965747,235.0,
609,house,Guerrero,16.8808724,-99.9359641,104.0,
610,house,Baja California Sur,24.125583,-110.330846,128.0,
612,house,Estado de México,19.269808,-99.593781,238.0,
613,apartment,Distrito Federal,19.41498,-99.177444,164.0,
614,house,Yucatán,20.996355,-89.583946,248.0,
615,house,Morelos,18.954132,-99.266083,85.0,
616,house,Estado de México,19.494789,-99.270887,151.0,
617,house,Guerrero,17.6474239,-101.5455504,119.0,
618,house,Estado de México,19.2666119,-99.6403991,191.0,
619,house,Quintana Roo,21.161908,-86.8515279,210.0,
620,apartment,Distrito Federal,19.377171,-99.188503,72.0,
621,apartment,Distrito Federal,19.2790911,-99.2114234,76.0,
622,house,Jalisco,20.660534,-103.318809,345.0,
623,house,Veracruz de Ignacio de la Llave,20.95618,-97.408578,112.0,
624,house,San Luis Potosí,22.141575,-100.900192,229.0,
625,apartment,Distrito Federal,19.443178,-99.20237,115.0,
626,house,Yucatán,21.0525830247,-89.5386385918,168.0,
627,house,Estado de México,19.621174,-99.148073,100.0,
628,house,Puebla,18.915431,-98.435252,200.0,
631,house,Tabasco,17.962037,-92.973569,139.0,
632,apartment,Distrito Federal,19.3010279716,-99.1442191601,108.0,
634,apartment,Veracruz de Ignacio de la Llave,20.949051,-97.364006,300.0,
635,house,Estado de México,19.627731,-99.30194,146.0,
636,house,Baja California Sur,24.0390214553,-110.3097617626,250.0,
637,house,Quintana Roo,21.112447,-86.85264,180.0,
638,apartment,Distrito Federal,19.451872,-99.173522,70.0,
639,house,Morelos,18.913485,-99.240456,80.0,
640,house,Morelos,18.840925,-98.934196,110.0,
641,apartment,Distrito Federal,19.3819271,-99.1891539,90.0,
642,house,Veracruz de Ignacio de la Llave,25.558637,-103.449786,250.0,
643,house,Jalisco,20.764135,-103.339958,140.0,
644,apartment,Distrito Federal,19.385989,-99.186285,107.0,
646,house,Chihuahua,28.6329957,-106.0691004,290.0,
647,house,Puebla,18.996482,-98.239653,100.0,
648,apartment,Distrito Federal,19.401507,-99.14682,65.0,
649,house,Querétaro,20.726007,-100.442642,135.0,
650,house,Morelos,18.795519,-99.231445,165.0,
651,house,Morelos,18.885848,-98.973834,82.0,
655,house,Querétaro,20.403807,-99.990905,110.0,
656,house,San Luis Potosí,22.134478,-100.929138,97.0,
658,house,Estado de México,19.5562275,-99.2674713,64.0,
659,apartment,Querétaro,20.726007,-100.442642,173.0,
660,house,Nuevo León,25.757803,-100.404541,179.0,
661,house,San Luis Potosí,22.1593377,-101.0443504,187.0,
662,house,Querétaro,20.726007,-100.442642,180.0,
663,house,Distrito Federal,19.475765,-99.145,270.0,
664,house,Querétaro,20.6490506,-100.4393293,380.0,
665,house,Puebla,19.060701,-98.329774,255.0,
666,house,Veracruz de Ignacio de la Llave,25.365447,-100.9942,167.0,
667,apartment,Guerrero,23.634501,-102.552788,180.0,
668,house,Baja California,32.589504,-115.363762,86.0,
669,apartment,Distrito Federal,19.383952,-99.160229,110.0,
670,house,Puebla,18.97302,-98.206238,210.0,
671,apartment,Baja California Sur,24.1647821422,-110.3053683043,71.0,
672,apartment,Yucatán,21.072905,-89.65963,210.0,
677,house,Nuevo León,25.758963,-100.316811,175.0,
678,house,Puebla,19.0378006,-98.3007086,165.0,
680,house,Distrito Federal,19.3870644,-99.0362059,300.0,
681,house,Estado de México,19.5329337,-99.164866,290.0,
683,house,Tlaxcala,19.29712,-98.255075,160.0,
686,house,Morelos,23.634501,-102.552788,110.0,
687,house,Querétaro,20.7070670337,-100.4718160629,309.0,
688,house,Puebla,19.046589,-98.102929,92.0,
689,house,Nuevo León,25.7394971,-100.2754971,164.0,
690,house,Veracruz de Ignacio de la Llave,19.100079,-96.121007,220.0,
692,house,San Luis Potosí,22.147087,-100.960213,105.0,
694,house,Guanajuato,21.1264477,-101.611078,250.0,
695,house,Morelos,18.917542,-98.963181,140.0,
696,house,Distrito Federal,19.472128,-99.146697,190.0,
697,house,Estado de México,19.234984,-99.558175,115.0,
698,house,Puebla,18.9187144,-98.4266391,90.0,
699,house,Yucatán,21.075163,-89.516731,185.0,
0,apartment,Distrito Federal,,,71.0,48550.59
1,house,Estado de México,,,233.0,168636.73
2,house,Estado de México,,,300.0,86932.69
4,apartment,Veracruz de Ignacio de la Llave,,,84.0,68508.67
5,house,Jalisco,,,175.0,102763.0
9,house,Yucatán,,,223.0,126477.54
10,house,Quintana Roo,,,179.0,121207.64
11,house,Guanajuato,,,205.0,226869.1
12,house,Chiapas,,,130.0,76395.4
13,apartment,Distrito Federal,,,67.0,50052.15
14,apartment,Distrito Federal,,,80.0,51076.22
15,house,Guanajuato,,,263.0,152932.43
16,house,Nuevo León,,,367.0,216014.58
17,apartment,Distrito Federal,,,60.0,34246.21
18,apartment,Distrito Federal,,,120.0,100104.31
20,house,Veracruz de Ignacio de la Llave,,,320.0,158059.45
21,house,Morelos,,,122.0,103500.79
22,apartment,Guerrero,,,191.0,237145.4
23,house,Veracruz de Ignacio de la Llave,,,220.0,104319.23
24,apartment,Distrito Federal,,,153.0,65633.66
25,house,Yucatán,,,205.0,90115.25
26,house,Veracruz de Ignacio de la Llave,,,120.0,110667.85
27,house,Baja California,,,115.0,62585.3
28,house,Estado de México,,,260.0,91674.48
29,apartment,Distrito Federal,,,107.0,79443.7
30,house,Nuevo León,,,192.0,115910.26
31,house,Chiapas,,,106.0,52686.48
32,house,Jalisco,,,190.0,150192.08
34,apartment,Distrito Federal,,,103.0,50942.31
35,house,Morelos,,,171.0,105397.95
36,apartment,Quintana Roo,,,203.0,189716.32
37,apartment,Distrito Federal,,,140.0,273969.71
38,house,Distrito Federal,,,160.0,157532.58
39,house,Morelos,,,200.0,173865.39
40,apartment,Distrito Federal,,,75.0,56689.55
41,house,Estado de México,,,149.0,100104.31
42,apartment,Estado de México,,,117.0,144922.18
43,house,Morelos,,,293.0,110667.85
44,house,Veracruz de Ignacio de la Llave,,,233.0,99577.45
45,house,Quintana Roo,,,280.0,92201.34
46,house,Veracruz de Ignacio de la Llave,,,160.0,92130.98
47,house,San Luis Potosí,,,190.0,99050.58
48,house,Nuevo León,,,200.0,98523.72
49,house,Estado de México,,,300.0,52686.48
51,house,Veracruz de Ignacio de la Llave,,,180.0,123842.59
52,house,Distrito Federal,,,117.0,142253.5
53,apartment,Oaxaca,,,83.0,68245.17
54,apartment,Distrito Federal,,,104.0,103370.88
55,house,Distrito Federal,,,350.0,242357.82
56,apartment,Guerrero,,,100.0,79029.72
58,house,Morelos,,,198.0,123813.23
59,house,Estado de México,,,280.0,55039.77
61,house,Puebla,,,168.0,92201.34
62,apartment,Puebla,,,75.0,81683.41
64,house,Morelos,,,200.0,115910.26
65,apartment,Distrito Federal,,,80.0,53158.13
66,house,Morelos,,,305.0,189716.32
67,house,Jalisco,,,90.0,57955.13
69,house,Puebla,,,152.0,105397.95
70,apartment,San Luis Potosí,,,144.0,100128.05
72,apartment,Nuevo León,,,87.0,173490.81
73,house,Estado de México,,,84.0,49986.51
74,house,Guanajuato,,,90.0,55320.8
75,house,Chiapas,,,190.0,165962.42
76,house,Yucatán,,,135.0,89587.99
77,house,Jalisco,,,200.0,120652.04
78,house,Chiapas,,,260.0,158059.45
79,apartment,Tabasco,,,125.0,210745.93
80,apartment,Estado de México,,,113.0,153686.47
81,apartment,Morelos,,,127.0,131747.44
82,apartment,Baja California,,,63.0,36817.31
83,house,Puebla,,,272.0,210795.91
84,house,Querétaro,,,95.0,52698.97
85,house,Yucatán,,,180.0,72724.58
86,house,Chihuahua,,,212.0,44256.64
88,house,Querétaro,,,248.0,151210.2
90,house,Querétaro,,,198.0,131716.2
91,house,Veracruz de Ignacio de la Llave,,,245.0,147557.13
92,house,Distrito Federal,,,140.0,162801.23
93,house,Estado de México,,,158.0,86247.77
94,house,Chihuahua,,,200.0,134382.39
95,house,Baja California Sur,,,100.0,44730.82
96,apartment,Tabasco,,,67.0,35826.8
98,house,Jalisco,,,270.0,250260.79
99,house,Veracruz de Ignacio de la Llave,,,282.0,68508.67
101,house,Veracruz de Ignacio de la Llave,,,350.0,115910.26
103,house,Nuevo León,,,108.0,35036.51
104,house,Yucatán,,,162.0,83226.17
106,house,Querétaro,,,145.0,115910.26
107,house,Veracruz de Ignacio de la Llave,,,190.0,124633.08
109,house,Distrito Federal,,,80.0,132559.19
110,house,Morelos,,,330.0,184402.69
111,apartment,Distrito Federal,,,83.0,52574.87
112,house,Querétaro,,,135.0,78521.47
113,house,Morelos,,,340.0,289775.66
114,apartment,Distrito Federal,,,174.0,89430.16
115,house,Querétaro,,,93.0,59022.85
116,apartment,Distrito Federal,,,102.0,177267.41
117,house,Chiapas,,,144.0,71126.75
118,apartment,Distrito Federal,,,70.0,79029.72
119,house,Morelos,,,200.0,123842.59
121,house,Chiapas,,,140.0,84298.37
123,house,Querétaro,,,123.0,85178.23
124,house,Morelos,,,150.0,86932.69
125,house,Estado de México,,,74.0,33350.54
126,house,Querétaro,,,300.0,237089.17
127,apartment,Puebla,,,164.0,184446.42
128,house,Quintana Roo,,,220.0,136984.85
129,apartment,Morelos,,,129.0,137017.34
130,house,Morelos,,,71.0,36353.67
132,house,Veracruz de Ignacio de la Llave,,,290.0,115910.26
133,house,Querétaro,,,280.0,205477.28
134,house,Distrito Federal,,,182.0,68492.42
135,house,Colima,,,329.0,104343.97
136,house,Querétaro,,,110.0,59022.85
137,house,Nuevo León,,,310.0,237145.4
139,house,Morelos,,,250.0,68492.42
140,apartment,Distrito Federal,,,81.0,149629.61
141,house,Distrito Federal,,,210.0,85949.19
142,apartment,Distrito Federal,,,150.0,222924.2
143,house,Distrito Federal,,,96.0,138598.31
144,house,Querétaro,,,260.0,122525.12
145,house,Veracruz de Ignacio de la Llave,,,239.0,138334.81
146,house,Jalisco,,,275.0,163328.09
149,apartment,Puebla,,,192.0,121207.64
150,house,Chiapas,,,260.0,68492.42
151,house,Yucatán,,,126.0,77467.49
152,house,Chiapas,,,190.0,63223.78
154,house,Estado de México,,,230.0,289775.66
155,house,Chihuahua,,,182.0,326733.66
156,house,Jalisco,,,206.0,168596.74
158,house,Veracruz de Ignacio de la Llave,,,125.0,60589.45
159,house,Estado de México,,,210.0,202842.96
160,apartment,Querétaro,,,132.0,93781.94
161,house,Hidalgo,,,116.0,84087.62
162,house,Baja California,,,102.0,33982.78
163,house,Chiapas,,,370.0,192305.66
164,house,Yucatán,,,195.0,91632.19
166,apartment,Puebla,,,100.0,55847.67
167,house,Veracruz de Ignacio de la Llave,,,130.0,68492.42
168,house,Veracruz de Ignacio de la Llave,,,232.0,125393.83
169,house,Distrito Federal,,,90.0,136405.3
170,house,San Luis Potosí,,,168.0,104319.23
171,house,Sonora,,,162.0,57955.13
172,house,Puebla,,,165.0,111331.75
173,house,Distrito Federal,,,171.0,141199.77
174,house,Morelos,,,168.0,67438.69
175,house,Nuevo León,,,98.0,43213.16
176,house,Querétaro,,,260.0,163328.09
178,house,Estado de México,,,150.0,205526.01
179,apartment,Distrito Federal,,,60.0,46943.65
180,house,Morelos,,,300.0,289775.66
181,house,Puebla,,,156.0,99577.45
182,house,Estado de México,,,256.0,184446.42
183,house,Yucatán,,,330.0,171271.67
184,house,Morelos,,,220.0,205477.28
185,house,Tabasco,,,182.0,81664.04
186,house,Yucatán,,,164.0,62711.78
188,house,Yucatán,,,162.0,47417.83
189,house,Morelos,,,120.0,51369.32
190,house,Distrito Federal,,,317.0,173906.62
191,house,Querétaro,,,185.0,146995.28
192,house,Sinaloa,,,220.0,184446.42
193,apartment,Morelos,,,91.0,101182.03
194,house,Yucatán,,,96.0,57705.38
195,apartment,Quintana Roo,,,120.0,163366.83
196,house,Morelos,,,180.0,184446.42
197,house,Morelos,,,180.0,102738.64
198,house,Morelos,,,90.0,68245.17
200,house,Querétaro,,,243.0,200208.63
201,house,Yucatán,,,170.0,38470.25
202,apartment,Distrito Federal,,,83.0,147522.15
203,house,Chiapas,,,239.0,226551.88
204,house,Chihuahua,,,200.0,115410.76
205,house,Querétaro,,,335.0,250260.79
207,house,Morelos,,,210.0,141990.07
209,apartment,Querétaro,,,90.0,57428.26
210,apartment,Quintana Roo,,,75.0,34254.33
211,apartment,Nuevo León,,,117.0,140741.38
213,house,Guerrero,,,147.0,92750.2
214,apartment,Sinaloa,,,134.0,173865.39
215,house,Yucatán,,,133.0,76150.02
218,house,Estado de México,,,69.0,44783.51
219,house,Nuevo León,,,101.0,210795.91
220,house,Jalisco,,,350.0,262115.25
221,apartment,Estado de México,,,130.0,171231.07
222,house,Sinaloa,,,180.0,86932.69
223,house,Estado de México,,,200.0,70283.76
224,house,Estado de México,,,254.0,171271.67
225,house,Hidalgo,,,279.0,131716.2
227,house,Morelos,,,110.0,73234.21
228,house,Estado de México,,,73.0,43729.78
229,apartment,Distrito Federal,,,70.0,41680.96
230,house,Distrito Federal,,,380.0,257531.53
232,house,Chiapas,,,298.0,168069.88
233,apartment,Baja California,,,63.0,36817.31
236,apartment,Jalisco,,,180.0,237145.4
237,house,Guerrero,,,354.0,266975.89
238,apartment,Veracruz de Ignacio de la Llave,,,76.0,84298.37
240,apartment,Estado de México,,,75.0,105397.95
241,house,Morelos,,,240.0,183348.96
242,house,Querétaro,,,172.0,86953.31
243,apartment,Estado de México,,,113.0,153686.47
244,house,Estado de México,,,155.0,52159.61
245,apartment,Distrito Federal,,,82.0,154987.69
246,house,Morelos,,,110.0,84298.37
247,apartment,Querétaro,,,63.0,113302.8
248,house,Morelos,,,60.0,34773.07
249,house,Querétaro,,,254.0,147557.13
251,house,Campeche,,,264.0,172852.64
252,house,Veracruz de Ignacio de la Llave,,,192.0,126477.54
253,house,Tamaulipas,,,72.0,35988.5
254,apartment,Distrito Federal,,,70.0,107322.36
255,house,Distrito Federal,,,197.0,49999.47
256,house,San Luis Potosí,,,105.0,50517.24
258,apartment,Querétaro,,,105.0,93856.88
259,apartment,Distrito Federal,,,70.0,41095.45
260,house,Veracruz de Ignacio de la Llave,,,140.0,42623.36
261,house,Morelos,,,97.0,50052.15
263,apartment,San Luis Potosí,,,129.0,92750.2
264,house,Puebla,,,73.0,37670.83
265,apartment,Estado de México,,,100.0,313695.32
266,apartment,Distrito Federal,,,68.0,49051.11
267,house,Nayarit,,,220.0,165172.12
268,apartment,Distrito Federal,,,70.0,121178.91
269,apartment,Estado de México,,,155.0,226551.88
270,house,San Luis Potosí,,,354.0,208111.61
271,house,Estado de México,,,80.0,127880.63
272,apartment,Querétaro,,,80.0,44794.13
273,apartment,Distrito Federal,,,133.0,59426.13
274,house,Estado de México,,,192.0,125920.69
275,apartment,Distrito Federal,,,80.0,91411.04
276,apartment,Guerrero,,,185.0,157917.19
277,house,Sinaloa,,,211.0,81137.18
278,house,Yucatán,,,250.0,105397.95
279,apartment,Guerrero,,,145.0,81664.04
281,house,Veracruz de Ignacio de la Llave,,,180.0,110667.85
282,house,Puebla,,,299.0,231820.52
283,house,Veracruz de Ignacio de la Llave,,,140.0,47417.83
284,house,Yucatán,,,240.0,138058.14
285,apartment,Distrito Federal,,,102.0,187081.37
287,house,Querétaro,,,187.0,134350.53
288,apartment,Distrito Federal,,,70.0,66911.83
289,house,Estado de México,,,239.0,132769.93
290,apartment,Distrito Federal,,,72.0,40645.77
291,house,Jalisco,,,84.0,65858.1
292,house,Tabasco,,,151.0,237145.4
293,house,Querétaro,,,177.0,115937.75
294,apartment,Puebla,,,116.0,171231.07
297,apartment,Distrito Federal,,,60.0,38812.39
299,house,Veracruz de Ignacio de la Llave,,,181.0,129112.49
301,house,Veracruz de Ignacio de la Llave,,,175.0,115937.75
302,house,Estado de México,,,370.0,316193.86
303,apartment,Nuevo León,,,73.0,106110.57
304,house,Estado de México,,,220.0,150156.47
305,house,Chiapas,,,235.0,171231.07
306,house,Colima,,,176.0,62170.05
307,house,Baja California,,,170.0,95499.52
308,house,Morelos,,,73.0,36783.88
309,house,Morelos,,,185.0,189716.32
310,house,Distrito Federal,,,200.0,228450.07
311,house,Nuevo León,,,127.0,131747.44
313,house,Estado de México,,,110.0,143834.1
314,house,Nuevo León,,,281.0,152790.8
317,apartment,Distrito Federal,,,75.0,34421.81
319,apartment,Guerrero,,,72.0,48471.56
320,house,Chiapas,,,185.0,82717.77
321,house,Hidalgo,,,120.0,63223.78
322,house,Estado de México,,,200.0,158059.45
323,house,Guerrero,,,168.0,115937.75
324,apartment,Yucatán,,,144.0,79048.46
325,house,Distrito Federal,,,90.0,131716.2
326,house,Distrito Federal,,,182.0,68492.42
328,apartment,Distrito Federal,,,91.0,79029.72
329,house,Tamaulipas,,,76.0,35826.8
330,apartment,Distrito Federal,,,75.0,36882.11
331,house,Durango,,,245.0,92201.34
332,apartment,Estado de México,,,120.0,59711.33
333,apartment,San Luis Potosí,,,140.0,73234.21
334,house,Veracruz de Ignacio de la Llave,,,348.0,155425.12
335,house,Veracruz de Ignacio de la Llave,,,300.0,142253.5
336,house,Querétaro,,,290.0,208111.61
338,house,San Luis Potosí,,,180.0,50064.02
339,house,Morelos,,,162.0,89567.02
340,house,Veracruz de Ignacio de la Llave,,,190.0,94331.17
341,house,Distrito Federal,,,300.0,207057.88
342,house,Chiapas,,,215.0,163366.83
343,house,Morelos,,,80.0,34246.21
344,house,Campeche,,,160.0,115937.75
345,house,Querétaro,,,271.0,179134.04
346,house,Hidalgo,,,169.0,84054.87
348,apartment,Distrito Federal,,,80.0,85899.33
350,house,Jalisco,,,230.0,131716.2
351,house,Guanajuato,,,167.0,68492.42
352,house,Yucatán,,,349.0,200256.11
353,house,Distrito Federal,,,272.0,260798.09
354,house,Nuevo León,,,347.0,292796.2
355,house,Yucatán,,,305.0,194986.21
356,house,Morelos,,,270.0,255590.04
359,house,Querétaro,,,75.0,35563.37
361,house,Estado de México,,,218.0,255529.44
362,house,Estado de México,,,340.0,250260.79
363,house,Querétaro,,,170.0,123842.59
364,house,Veracruz de Ignacio de la Llave,,,240.0,115937.75
365,house,Distrito Federal,,,100.0,57287.8
366,house,Distrito Federal,,,130.0,119651.0
367,apartment,Estado de México,,,76.0,34245.11
